name,url_on_website,address,website
INCUBATEUR PEEGO STARTUP,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-peego-startup/,"Place du Maréchal de Lattre de Tassigny, 75116, Paris",http://www.esilv.fr/incubateur-peego-startup-lesilv-rejoint-le-pole-entrepreneuriat-etudiant-grand-ouest/
INCUBATEUR PAUL BOCUSE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paul-bocuse/,"1 chemin de Calabert, 69130, Ecully",http://www.institutpaulbocuse.com/fr/management-hotellerie-et-restauration/esprit-et-atouts/l-incubateur-sectoriel-d-entreprises-4771.kjsp
INCUBATEUR PARTECH SHAKER,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-partech-shaker/,"33 rue du Mail, 75002, Paris",http://www.partechshaker.com
INCUBATEUR PARISTECH EURECOM ENTREPRENEURS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paristech-eurecom-entrepreneurs/,"1047 route des Dolines, 6560, Sophia Antipolis",http://www.eurecom.fr/fr/node/560
INCUBATEUR PARISTECH ENTREPRENEURS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paristech-entrepreneurs/,"9 rue Dareau, 75014, Paris",http://entrepreneurs.telecom-paristech.fr
INCUBATEUR PARIS REGION LAB – WELCOME CITY LAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-welcome-city-lab/,"76 rue de Rennes, 75006, Paris",http://www.welcomecitylab.com
INCUBATEUR PARIS REGION LAB – VOYAGEUR CONNECTE – SNCF,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-voyageur-connecte-sncf/,"130 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/voyageur-connecte
INCUBATEUR PARIS REGION LAB – VILLE DE DEMAIN,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-ville-de-demain/,"130 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/ville-de-demain
INCUBATEUR PARIS REGION LAB – TECHNOLOGIES NUMERIQUES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-technologies-numeriques/,"48 rue René Clair, 75018, Paris",http://incubateurs.parisandco.com/programme/37
INCUBATEUR PARIS REGION LAB – STARTUP AMBASSADEUR,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-startup-ambassadeur/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com/startup-ambassadeur
INCUBATEUR PARIS REGION LAB – SPORT – LE TREMPLIN,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-sport-le-tremplin/,"20 avenue du Général Sarrail, 75016, Paris",http://www.letremplin.paris
INCUBATEUR PARIS REGION LAB – SOCIAL GOOD LAB – COMPTOIR DE L’INNOVATION,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-social-good-lab-comptoir-de-linnovation/,"15 rue Jean Baptiste Berlier, 75015, Paris",http://incubateurs.parisandco.com/programme/5296
INCUBATEUR PARIS REGION LAB – SMART DATA FOR CUSTOMER INTELLIGENCE – AXA,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-smart-data-for-customer-intelligence-axa/,"130 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/programme/5838
INCUBATEUR PARIS REGION LAB – SERVICES URBAINS CONNECTES – JCDECAUX,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-services-urbains-connectes-jcdecaux/,"15 rue Jean Baptiste Berlier, 75013, Paris",http://incubateurs.parisandco.com/programme/5297
INCUBATEUR PARIS REGION LAB – RESPIRER DANS LA VILLE – ILAB AIR LIQUIDE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-respirer-dans-la-ville-ilab-air-liquide/,"48 rue René Clair, 75018, Paris",http://www.respirerdanslaville.fr
INCUBATEUR PARIS REGION LAB – POUR UNE MEILLEURE ENERGIE DANS LA VILLE – GDF SUEZ,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-pour-une-meilleure-energie-dans-la-ville-gdf-suez/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com/programme/5853
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION REUNION,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-reunion/,"80 rue des Haies, 75020, Paris",http://incubateurs.parisandco.com/sites_incubateur/get_site/26
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION PALAIS BRONGNIART,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-palais-brongniart/,"28 place de la Bourse, 75002, Paris",http://incubateurs.parisandco.com/sites_incubateur/get_site/28
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION NORD EXPRESS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-nord-express/,"48 rue René Clair, 75018, Paris",http://incubateurs.parisandco.com/sites_incubateur/get_site/30
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION MASSENA,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-massena/,"15 rue Jean Baptiste Berlier, 75015, Paris",http://incubateurs.parisandco.com/sites_incubateur/get_site/27
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION MAC DONALD,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-mac-donald/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION BOUCICAUT,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-boucicaut/,"136 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/sites_incubateur/get_site/5538
INCUBATEUR PARIS REGION LAB – PARIS INNOVATION BELLEVILLE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-paris-innovation-belleville/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com/sites_incubateur/get_site/25
INCUBATEUR PARIS REGION LAB – NOUVEAUX MEDIAS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-nouveaux-medias/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com/programme/39
INCUBATEUR PARIS REGION LAB – MOBILITE CONNECTEE – RENAULT,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-mobilite-connectee-renault/,"15 rue Jean Baptiste Berlier, 75013, Paris",http://incubateurs.parisandco.com/programme/4487
INCUBATEUR PARIS REGION LAB – MOBILE TECHNOLOGIES – ALCATEL,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-mobile-technologies-alcatel/,"15 rue Jean Baptiste Berlier, 75013, Paris",http://incubateurs.parisandco.com/mobile-technologies
INCUBATEUR PARIS REGION LAB – LABO DE L’EDITION,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-labo-de-ledition/,"2 rue Saint Médard, 75005, Paris",http://www.labodeledition.com
INCUBATEUR PARIS REGION LAB – JEUX VIDEO,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-jeux-video/,"48 rue René Clair, 75018, Paris",http://incubateurs.parisandco.com/programme/43
INCUBATEUR PARIS REGION LAB – INFORMATION CONNECTEE – AMAURY LAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-information-connectee-amaury-lab/,"24 rue de l'Est, 75020, Paris",http://www.amaurylab.amaury.com
INCUBATEUR PARIS REGION LAB – HABITAT CONNECTE – COVEA,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-habitat-connecte-covea/,"136 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/programme/5783
INCUBATEUR PARIS REGION LAB – FINANCE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-finance/,"28 place de la Bourse, 75002, Paris",http://incubateurs.parisandco.com/programme/24
INCUBATEUR PARIS REGION LAB – EXPERIENCE CONSOMMATEUR 3.0 DANS LE POINT DE VENTE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-experience-consommateur-3-0-dans-le-point-de-vente/,"136 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/programme/5647
INCUBATEUR PARIS REGION LAB – E-SANTE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-e-sante/,"136 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/programme/5536
INCUBATEUR PARIS REGION LAB – DESIGN,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-design/,"136 rue de Lourmel, 75015, Paris",http://incubateurs.parisandco.com/programme/5308
INCUBATEUR PARIS REGION LAB – CREANOVA,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-creanova/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com/programme/5535
INCUBATEUR PARIS REGION LAB – CONNECTEUR,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-connecteur/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com/connecteur-etudiants
INCUBATEUR PARIS REGION LAB – CLEANTECH,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab-cleantech/,"48 rue René Clair, 75018, Paris",http://incubateurs.parisandco.com/programme/42
INCUBATEUR PARIS REGION LAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-region-lab/,"24 rue de l'Est, 75020, Paris",http://incubateurs.parisandco.com
INCUBATEUR PARIS PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-pionnieres/,"26 rue du chemin Vert, 75011, Paris",http://www.parispionnieres.org
INCUBATEUR PARIS BIOTECH SANTE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paris-biotech-sante/,"24 rue du Faubourg Saint Jacques, 75014, Paris",http://www.parisbiotech.org
INCUBATEUR PACA EST,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-paca-est/,"1 boulevard Maurice Slama, 6300, Nice",http://www.incubateurpacaest.org
INCUBATEUR ORANGE FAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-orange-fab/,"1 avenue du Président Nelson Mandela, 94110, Arcueil",http://www.orangefabfrance.fr
INCUBATEUR NUMERIC LAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-numeric-lab/,"12 rue de la Libération, 95892, Enghien les Bains",http://www.cda95.fr/fr/offre-du-cda/numeric-lab
INCUBATEUR NUMA SPRINT,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-numa-sprint/,"39 rue du Caire, 75002, Paris",https://www.numa.paris/sprint
INCUBATEUR NUMA PARIS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-numa-paris/,"39 rue du Caire, 75002, Paris",http://www.numa.paris
INCUBATEUR NOVACITE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-novacite/,"Place de la Bourse, 69000, Lyon",http://www.novacite.com
INCUBATEUR NORMANDIE PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-normandie-pionnieres/,"19 avenue Pierre Mendès France, 14000, Caen",http://www.lespionnieres.org/normandie-pionnieres/
INCUBATEUR NORD PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-nord-pionnieres/,"56 rue Jean Sans Peur, 59014, Lille",http://www.ruches-entreprises.fr/nord-pionnieres
INCUBATEUR NILSSON SOCIAL CRM CLOUD,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-nilsson-social-crm-cloud/,"17 quai Voltaire, 75007, Paris",http://scrmcloud.com
INCUBATEUR NICEPHORE CITE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-nicephore-cite/,"34 quai Saint Cosme, 71100, Chalon sur Saone",http://www.nicephorecite.com
INCUBATEUR NEXTSTARS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-nextstars/,"77 rue la Boétie, 75008, Paris",http://www.nextstars.fr
INCUBATEUR NEUVITEC 95,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-neuvitec-95/,"1 mail Gay Lussac, 95000, Neuville sur Oise",http://accet.asso.fr/v1/nos-sites/incubateur/incubateur-neuvitec-95.html
INCUBATEUR NEUILLYLAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-neuillylab/,"171 avenue Charles de Gaulle, 92200, Neuilly sur Seine",http://www.neuillylab.com
INCUBATEUR NEUILLY NOUVEAUX MEDIAS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-neuilly-nouveaux-medias/,"171 avenue Charles de Gaulle, 92200, Neuilly sur Seine",http://www.neuillynouveauxmedias.com
INCUBATEUR MULTIMEDIA BELLE DE MAI,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-multimedia-belle-de-mai/,"37 rue Guibal, 13003, Marseille",http://www.belledemai.org
INCUBATEUR MOBILE BANKING FACTORY,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-mobile-banking-factory/,"86 rue de Charonne, 75011, Paris",http://mobilebankingfactory2.bemyapp.com
INCUBATEUR MICROSOFT VENTURES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-microsoft-ventures/,"6 rue du Sentier, 75002, Paris",http://www.microsoftventures.com/accelerators/paris
INCUBATEUR MICROSOFT SPARK,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-microsoft-spark/,"6 rue du Sentier, 75002, Paris",http://www.microsoftventures.com/accelerators/paris
INCUBATEUR MELTY TALENTS HOUSE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-melty-talents-house/,"18 rue Pasteur, 94300, Le Kremlin Bicetre",http://www.melty.fr/talents-house/
INCUBATEUR MARTINIQUE PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-martinique-pionnieres/,"5 rue Loulou Boislaville, 97232, Fort de France",http://www.martiniquepionnieres.fr
INCUBATEUR MAISON MEDITERRANEENNE DES METIERS DE LA MODE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-maison-mediterraneenne-des-metiers-de-la-mode/,"19 rue Fauchier, 13215, Marseille",http://www.m-mmm.fr
INCUBATEUR MAINE LABS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-maine-labs/,"12 place Imbach, 49066, Angers",http://www.mainelabs.fr
INCUBATEUR LORRAIN,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-lorrain/,"30 rue Lionnois, 54000, Nancy",http://www.incubateur-lorrain.org
INCUBATEUR LOOK FORWARD – SHOWROOMPRIVE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-look-forward-showroomprive/,"1 rue des blés, 93210, La Plaine Saint Denis",http://www.lookforwardproject.com
INCUBATEUR LES PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-les-pionnieres/,"26 rue du chemin Vert, 75011, Paris",http://www.lespionnieres.org
INCUBATEUR LE LOFT 50 PARTNERS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-loft-50-partners/,"62 rue Jean Jacques Rousseau, 75001, Paris",http://www.leloft50partners.com
INCUBATEUR LE HUB BPI,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-hub-bpi/,"8 boulevard Haussmann, 75009, Paris",http://www.bpifrance-lehubstartup.fr
INCUBATEUR LE GARAGE – ALCATEL LUCENT,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-garage-alcatel-lucent/,"Route de Villejust, 91620, Nozay",http://www.alcatel-lucent.com/fr/blog/2014/le-garage
INCUBATEUR LE COMPTOIR,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-comptoir/,"17 promenade Jean Rostand, 93000, Bobigny",http://www.le-comptoir.co
INCUBATEUR LE CARGO,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-cargo/,"boulevard Macdonald, 75019, Paris",http://www.lecargo.paris
INCUBATEUR LE CAMPING TOULOUSE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-camping-toulouse/,"425 rue Jean Rostand, 31676, Labège",http://www.lecampingtoulouse.com
INCUBATEUR LE CAMPING,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-le-camping/,"39 rue du Caire, 75002, Paris",http://www.lecamping.org
INCUBATEUR LAVAL MAYENNE TECHNOPOLE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-laval-mayenne-technopole/,"6 rue Léonard de Vinci, 53000, Laval",http://www.laval-technopole.fr/incubateur
INCUBATEUR LAVAL MAYENNE PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-laval-mayenne-pionnieres/,"6 rue Léonard de Vinci, 53001, Laval",http://www.laval-technopole.fr/entreprendre-au-feminin
INCUBATEUR LA SOCIAL FACTORY,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-social-factory/,"84 quai de Jemmapes, 75010, Paris",http://www.social-factory.org
INCUBATEUR LA SERRE NUMERIQUE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-serre-numerique/,"2 rue Péclet, 59308, Valenciennes",http://www.serre-numerique.fr
INCUBATEUR LA RUCHE PARIS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-ruche-paris/,"84 quai de Jemmapes, 75010, Paris",http://www.la-ruche.net
INCUBATEUR LA RUCHE BORDEAUX,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-ruche-bordeaux/,"66 rue Abbé de l'Epée, 33000, Bordeaux",http://www.la-ruche.net
INCUBATEUR LA POUSSINADE PARIS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-poussinade-paris/,"10 rue Chauchat, 75000, Paris",http://www.la-poussinade.fr/nos-espaces/paris_coworking/
INCUBATEUR LA POUSSINADE LYON,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-poussinade-lyon/,"170 boulevard de Stalingrad, 69000, Lyon",http://www.la-poussinade.fr/la-poussinade-a-lyon/
INCUBATEUR LA PAPINIERE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-papiniere/,"Route Nationale 4, 60117, Gondreville",http://www.lapapiniere.com
INCUBATEUR LA MAISON DU BITCOIN,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-maison-du-bitcoin/,"35 rue du Caire, 75002, Paris",http://www.lamaisondubitcoin.fr
INCUBATEUR LA BANQUIZ,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-la-banquiz/,"4 rue Eugène et Marc Dulout, 33600, Pessac",http://www.labanquiz.com
INCUBATEUR L’ECLOSERIE NUMERIQUE – CODEUR RURAL,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-lecloserie-numerique-codeur-rural/,"Annexe de la Mairie, 77890, Boitron",http://www.codeur-rural.fr
INCUBATEUR L’AUBERGE NUMERIQUE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-lauberge-numerique/,"137 rue Achard, 33000, Bordeaux",http://www.aecom.org/accompagner-vos-projets/l-auberge-numerique
INCUBATEUR L’ACCELERATEUR ALLIANZ,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-laccelerateur-allianz/,"6 boulevard des Jardiniers, 6000, Nice",http://www.allianz.fr/accelerateur/
INCUBATEUR L’1CUBATEUR,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-l1cubateur/,"24 rue de l'Est, 75020, Paris",http://www.l1cubateur.com
INCUBATEUR JEAN MOULIN – UNIVERSITE LYON 3,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-jean-moulin-universite-lyon-3/,"6 rue du Professeur Rollet, 69008, Lyon",http://entreprendre.univ-lyon3.fr/incubateur-jean-moulin/
INCUBATEUR ISTEC,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-istec/,"12 rue Alexandre Parodi, 75010, Paris",http://www.istec-b2b.fr/lincubateur-de-listec-a-quoi-ca-sert-201504
INCUBATEUR IPAG BUSINESS SCHOOL,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ipag-business-school/,"184 boulevard Saint Germain, 75006, Paris",http://www.ipag.fr/entreprises-carrieres/etudiants/lincubateur-une-pepiniere-de-jeunes-entrepreneurs/
INCUBATEUR IOT VALLEY,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-iot-valley/,"425 rue Jean Rostand, 31670, Labège",http://www.iot-valley.fr
INCUBATEUR IONIS CREATION D’ENTREPRISES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ionis-creation-dentreprises/,"93 rue Vieille du Temple, 75003, Paris",http://www.ionis-group.com
INCUBATEUR INTENCITY PARIS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-intencity-paris/,"31 rue de Reuilly, 75012, Paris",http://www.intencity.fr
INCUBATEUR INTENCITY LEVALLOIS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-intencity-levallois/,"Gare Sncf de Levallois Perret, 92300, Levallois Perret",http://www.intencity.fr
INCUBATEUR INTENCITY CLICHY,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-intencity-clichy/,"6 rue d'Estienne d'Orves, 92500, Clichy",http://www.intencity.fr
INCUBATEUR INSTITUT DE L’ENTREPRENEURIAT – UNIVERSITE CATHOLIQUE DE LILLE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-institut-de-lentrepreneuriat-universite-catholique-de-lille/,"85 boulevard Vauban, 59000, Lille",http://www.ies-catholille.fr
INCUBATEUR INSIDE – EM NORMANDIE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-inside-em-normandie/,"30 rue de Richelieu, 76087, Le Havre",http://www.ecole-management-normandie.fr/instituts-et-expertises/l-institut-de-l-innovation-du_developpement_et_de_l_entrepreneuriat/accompagnement/incubateur_etudiant.html
INCUBATEUR INOBIZ MACON,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-inobiz-macon/,"200 boulevard de la Résistance, 71870, Macon",http://www.ademval.com/simplanter/pepiniere-dentreprises-cite-de-lentreprise-macon-lyon/
INCUBATEUR INNOVATION FACTORY,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-innovation-factory/,"59 rue Nationale, 75013, Paris",http://www.innovationfcty.fr
INCUBATEUR INNOTEX ENSAIT,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-innotex-ensait/,"41 rue des Métissages, 59100, Roubaix",http://www.innotex.fr
INCUBATEUR INCUB13,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-incub13/,"99 avenue Jean Baptiste Clément, 93450, Villetaneuse",http://www.univ-paris13.fr/incub13/
INCUBATEUR IMPULSE LABS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-impulse-labs/,"130 rue de Lourmel, 75015, Paris",http://www.impulse-labs.fr
INCUBATEUR ILEA LAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ilea-lab/,"24 rue des Epinettes, 75017, Paris",http://www.ilea.fr
INCUBATEUR IESEG,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ieseg/,"3 rue de la Digue, 59000, Lille",http://www.ieseg.fr/news/nouvel-incubateur-janvier-2015/
INCUBATEUR ICI MONTREUIL,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ici-montreuil/,"135 boulevard Chanzy, 93100, Montreuil",http://www.icimontreuil.com
INCUBATEUR HUB INNOVATION,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-hub-innovation/,"11 avenue de l'Harmonie, 59650, Villeneuve d'Ascq",http://www.parc-haute-borne.fr/fr/animation/hub-innovation.html
INCUBATEUR HEC,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-hec/,"1 rue de la Libération, 78350, Jouy en Josas",http://www.hec.fr/incubateur-hec
INCUBATEUR GUYANNE PIONNIERES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-guyanne-pionnieres/,"9 route de Degrad Saramac, 97345, Kourou",http://www.lespionnieres.org/guyane-pionnieres/
INCUBATEUR GREENSPACE PARIS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-greenspace-paris/,"28 rue du chemin Vert, 75011, Paris",http://www.greenspace-paris.com
INCUBATEUR GRAVIT INNOVATION,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-gravit-innovation/,"46 avenue Félix Viallet, 38000, Grenoble",http://www.gravit-innovation.org
INCUBATEUR GRAND BUILDER – EKITO,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-grand-builder-ekito/,"15 rue Gabriel Péri, 31000, Toulouse",http://www.ekito.fr
INCUBATEUR GATE1 – GRENOBLE ALPS TECHNOLOGY & ENTREPRENEURSHIP,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-gate1-grenoble-alps-technology-entrepreneurship/,"31 rue Gustave Eiffel, 38000, Grenoble",http://www.gate1.fr
INCUBATEUR GARAGE DE SAINT QUENTIN,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-garage-de-saint-quentin/,"Avenue Archimède, 2100, Saint Quentin",http://www.agglo-saint-quentin.fr/949-espace-creatis.htm
INCUBATEUR GANDI LABS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-gandi-labs/,"63 boulevard Masséna, 75013, Paris",http://www.gandi.net
INCUBATEUR FULLBOOSTER,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-fullbooster/,"157 rue Anatole France, 92300, Levallois Perret",http://www.full-booster.com
INCUBATEUR FINANCE INNOVATION,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-finance-innovation/,"28 place de la Bourse, 75002, Paris",http://www.finance-innovation.org/incubateur_entreprises.htm
INCUBATEUR FFWD NORMANDIE – FAST FORWARD NORMANDIE,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ffwd-normandie-fast-forward-normandie/,"2 rue Jean Perrin, 14460, Colombelles",http://www.ffwdnormandie.com
INCUBATEUR EXECUTIVE BUSINESS ACCELERATOR,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-executive-business-accelerator/,"8 rue Volney, 75002, Paris",http://www.executivebusinessaccelerator.com
INCUBATEUR EURATECHNOLOGIES,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-euratechnologies/,"165 avenue de Bretagne, 59000, Lille",http://www.euratechnologies.com/entreprises/incubateur-euratechnologies
INCUBATEUR ESTIA,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-estia/,"92 allée Théodore Monod, 64210, Bidart",http://www.estia.fr/incubateur-pepiniere/incubateur-dentreprises.html
INCUBATEUR ESSEC ANTROPIA,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-essec-antropia/,"1 avenue Bernard Hirsch, 95000, Cergy Pontoise",http://antropia.essec.fr
INCUBATEUR ESC TROYES – YOUNG ENTREPRENEUR CENTER,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-esc-troyes-young-entrepreneur-center/,"2 rue Gustave Eiffel, 10430, Rosieres près Troyes",http://www.young-entrepreneur-center.fr
INCUBATEUR ESC DIJON,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-esc-dijon/,"29 rue Sambin, 21000, Dijon",http://www.escdijon.eu/entrepreneuriat-esc/entrepreneuriat-incubateur-esc/edito-incubateur/
INCUBATEUR ESC CLERMONT – SQUARE LAB,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-esc-clermont-square-lab/,"4 boulevard Trudaine, 63000, Clermont Ferrand",http://www.esc-clermont.fr/lincubateur-squarelab/
INCUBATEUR ESA BIC – ESA BUSINESS INCUBATOR,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-esa-bic-esa-business-incubator/,"23 avenue Edouard Belin, 31028, Toulouse",http://www.esabic.fr
INCUBATEUR ENSAM PARIS – ARTS ET METIERS,http://www.alloweb.org/annuaire-startups/incubateur/incubateur-ensam-paris-arts-et-metiers/,"151 boulevard de l'Hopital, 75013, Paris",http://www.ensam.eu/campus-et-instituts/campus-paris/entrepreneuriat/incubateur-d-entreprises
